,priogrid
17482,214312
17483,217816
17484,169026
17485,183457
17486,126212
17487,155359
17488,225416
17489,181585
17490,161118
17491,189097
17492,86299
17493,191366
17494,226161
17495,204188
17496,185575
17497,198356
17498,127302
17499,220846
17500,188366
17501,199860
17502,228834
17503,188517
17504,167917
17505,200572
17506,208668
17507,187028
17508,202194
17509,151001
17510,103577
17511,190569
17512,124839
17513,120517
17514,222089
17515,133769
17516,217300
17517,193158
17518,116202
17519,139182
17520,187087
17521,191398
17522,222693
17523,208567
17524,192404
17525,224744
17526,218799
17527,218850
17528,215398
17529,129387
17530,224765
17531,216808
17532,239220
17533,195234
17534,108995
17535,209651
17536,145654
17537,145957
17538,119078
17539,176557
17540,168249
17541,226654
17542,111157
17543,180838
17544,148508
17545,226698
17546,171157
17547,155697
17548,169013
17549,220449
17550,230814
17551,246433
17552,159655
17553,225893
17554,180523
17555,220279
17556,197788
17557,174106
17558,151056
17559,230933
17560,179772
17561,178470
17562,112533
17563,133447
17564,229351
17565,161861
17566,59265
17567,201085
17568,219358
17569,75538
17570,226570
17571,123391
17572,90239
17573,214620
17574,196784
17575,189528
17576,226653
17577,172636
17578,153154
17579,216454
17580,83452
17581,83778
17582,217810
17583,223206
17584,101417
17585,169363
17586,194118
17587,227581
17588,138801
17589,106784
17590,206345
17591,172210
17592,228630
17593,137400
17594,240663
17595,120450
17596,103226
17597,154246
17598,220892
17599,199796
17600,187389
17601,181277
17602,238807
17603,201837
17604,196077
17605,204332
17606,217858
17607,183285
17608,205076
17609,74087
17610,174797
17611,125537
17612,197805
17613,223678
17614,197519
17615,193134
17616,179033
17617,148502
17618,195489
17619,212887
17620,132696
17621,197045
17622,211363
17623,182351
17624,222574
17625,232775
17626,195501
17627,230973
17628,82721
17629,207941
17630,140643
17631,225582
17632,72710
17633,72225
17634,230240
17635,200382
17636,211818
17637,231538
17638,214063
17639,184098
17640,160406
17641,215929
17642,202539
17643,240258
17644,100317
17645,172604
17646,120170
17647,176880
17648,196066
17649,153529
17650,94935
17651,190445
17652,232697
17653,158946
17654,203512
17655,155352
17656,195013
17657,199128
17658,236048
17659,201442
17660,143511
17661,171840
17662,217248
17663,229530
17664,201392
17665,185960
17666,210069
17667,231036
17668,92423
17669,124073
17670,183756
17671,226013
17672,78408
17673,201435
17674,182640
17675,229361
17676,198562
17677,170493
17678,108248
17679,130530
17680,60708
17681,208491
17682,227340
17683,180578
17684,204940
17685,174861
17686,127682
17687,221958
17688,101407
17689,210087
17690,154601
17691,110062
17692,182572
17693,223699
17694,216780
17695,218578
17696,221130
17697,196280
17698,205619
17699,194881
17700,161440
17701,169047
17702,230583
17703,184855
17704,203903
17705,206319
17706,222509
17707,156399
17708,225321
17709,169019
17710,180594
17711,205815
17712,205158
17713,111848
17714,227639
17715,229759
17716,208557
17717,233177
17718,193548
17719,125485
17720,107521
17721,239239
17722,240674
17723,117579
17724,178037
17725,220084
17726,176560
17727,153873
17728,118321
17729,226899
17730,126931
17731,141316
17732,196341
17733,239530
17734,103197
17735,179035
17736,226699
17737,98526
17738,126594
17739,69825
17740,180634
17741,224546
17742,218221
17743,227316
17744,197874
17745,184881
17746,113268
17747,184679
17748,120449
17749,188317
17750,200728
17751,224746
17752,195483
17753,197809
17754,147483
17755,222230
17756,121615
17757,94225
17758,210837
17759,175522
17760,116518
17761,229878
17762,166469
17763,193468
17764,214658
17765,188357
17766,220265
17767,174086
17768,163304
17769,214442
17770,196721
17771,229493
17772,101752
17773,220858
17774,223669
17775,193798
17776,92416
17777,93520
17778,184893
17779,202685
17780,222436
17781,243574
17782,98579
17783,239934
17784,194905
17785,126654
17786,93521
17787,122613
17788,216890
17789,145986
17790,191248
17791,106820
17792,200588
17793,181226
17794,158211
17795,192759
17796,202701
17797,223978
17798,228296
17799,160362
17800,77274
17801,222572
17802,226248
17803,185628
17804,238458
17805,220435
17806,187763
17807,187410
17808,196345
17809,206436
17810,189812
17811,225880
17812,93144
17813,206554
17814,170464
17815,53502
17816,216167
17817,229387
17818,98145
17819,211511
17820,219535
17821,206866
17822,204323
17823,231747
17824,195513
17825,166821
17826,190930
17827,125503
17828,208210
17829,238152
17830,196434
17831,176206
17832,197868
17833,229452
17834,203580
17835,197848
17836,184142
17837,218923
17838,107505
17839,183362
17840,203271
17841,221509
17842,104647
17843,183392
17844,188524
17845,208544
17846,220046
17847,195487
17848,120910
17849,81302
17850,211111
17851,185539
17852,186254
17853,119748
17854,193369
17855,133448
17856,228039
17857,60698
17858,233840
17859,216170
17860,125898
17861,173384
17862,168638
17863,224518
17864,215224
17865,89212
17866,211086
17867,187080
17868,215076
17869,175453
17870,205111
17871,200748
17872,177707
17873,177595
17874,229668
17875,212274
17876,219268
17877,224969
17878,222349
17879,221843
17880,197411
17881,189218
17882,217189
17883,206433
17884,189207
17885,195262
17886,207797
17887,192397
17888,239185
17889,96366
17890,217519
17891,197416
17892,125148
17893,212834
17894,212295
17895,177022
17896,142059
17897,84490
17898,162547
17899,206734
17900,190612
17901,171170
17902,206304
17903,202081
17904,179054
17905,213174
17906,200650
17907,198218
17908,163263
17909,218819
17910,202802
17911,124778
17912,192392
17913,204133
17914,210406
17915,226151
17916,130191
17917,222920
17918,199859
17919,205805
17920,194151
17921,230222
17922,202880
17923,216101
17924,179838
17925,204490
17926,97116
17927,177685
17928,218024
17929,152435
17930,216807
17931,189483
17932,205087
17933,121619
17934,214224
17935,206857
17936,216372
17937,225764
17938,221024
17939,153921
17940,89890
17941,226084
17942,177675
17943,224242
17944,135217
17945,60703
17946,233077
17947,189132
17948,130899
17949,201445
17950,78704
17951,191203
17952,220138
17953,232742
17954,198972
17955,215108
17956,238161
17957,208219
17958,161441
17959,206335
17960,206058
17961,76241
17962,119091
17963,209252
17964,115082
17965,192728
17966,211479
17967,197108
17968,221219
17969,208923
17970,223341
17971,227465
17972,218597
17973,161492
17974,226848
17975,171518
17976,245718
17977,191680
17978,94224
17979,205639
17980,163226
17981,85215
17982,138026
17983,230586
17984,199973
17985,198428
17986,196327
17987,169011
17988,230376
17989,196016
17990,220896
17991,105741
17992,122634
17993,120519
17994,234600
17995,89151
17996,218002
17997,168350
17998,216580
17999,238884
18000,210925
18001,186359
18002,130195
18003,202060
18004,203597
18005,224780
18006,222697
18007,225930
18008,116581
18009,209339
18010,169701
18011,177967
18012,207975
18013,84886
18014,229557
18015,215892
18016,82737
18017,177961
18018,127670
18019,85552
18020,89185
18021,225305
18022,158923
18023,200353
18024,89531
18025,184709
18026,228748
18027,217174
18028,238963
18029,224428
18030,205338
18031,133438
18032,195690
18033,238500
18034,232049
18035,185243
18036,247186
18037,221989
18038,222568
18039,169053
18040,120512
18041,192369
18042,198624
18043,80866
18044,106785
18045,207485
18046,87718
18047,141335
18048,207275
18049,129132
18050,137737
18051,221654
18052,246423
18053,219713
18054,100302
18055,183340
18056,189484
18057,180426
18058,187692
18059,230179
18060,209424
18061,189542
18062,231322
18063,176890
18064,177986
18065,181239
18066,217823
18067,210625
18068,223107
18069,124407
18070,181621
18071,147426
18072,162508
18073,212837
18074,214014
18075,216839
18076,206093
18077,219582
18078,197660
18079,207995
18080,115462
18081,86650
18082,234552
18083,114364
18084,179404
18085,226875
18086,192104
18087,84168
18088,127620
18089,70782
18090,211539
18091,113258
18092,231727
18093,175553
18094,205028
18095,213273
18096,177597
18097,161433
18098,126627
18099,224812
18100,229017
18101,117969
18102,204216
18103,183950
18104,222917
18105,192118
18106,188300
18107,201710
18108,223056
18109,201124
18110,211636
18111,217276
18112,199866
18113,194545
18114,212915
18115,126202
18116,161472
18117,184467
18118,173289
18119,172216
18120,82711
18121,116866
18122,206412
18123,188362
18124,222245
18125,214687
18126,115435
18127,171943
18128,209697
18129,217544
18130,232340
18131,223133
18132,129130
18133,64783
18134,190951
18135,238889
18136,218825
18137,218862
18138,213690
18139,100704
18140,54218
18141,199216
18142,202011
18143,196071
18144,218671
18145,203563
18146,135577
18147,231957
18148,213712
18149,118303
18150,229169
18151,101402
18152,210685
18153,118001
18154,171938
18155,225542
18156,87338
18157,158207
18158,231732
18159,189905
18160,192411
18161,228335
18162,218190
18163,189071
18164,179859
18165,213220
18166,165409
18167,95297
18168,227420
18169,104666
18170,222924
18171,225475
18172,207213
18173,223136
18174,217942
18175,182073
18176,206810
18177,174003
18178,113263
18179,76981
18180,104672
18181,205423
18182,200541
18183,220915
18184,238893
18185,220436
18186,193525
18187,154261
18188,215792
18189,77986
18190,228676
18191,141636
18192,204386
18193,221901
18194,132315
18195,238149
18196,194237
18197,101066
18198,221641
18199,167903
18200,159885
18201,199588
18202,217295
18203,213732
18204,77685
18205,117999
18206,89929
18207,201782
18208,146737
18209,208493
18210,240344
18211,226129
18212,225114
18213,122662
18214,107510
18215,175496
18216,245708
18217,178429
18218,193894
18219,210809
18220,189169
18221,197864
18222,202857
18223,221545
18224,219978
18225,222807
18226,203402
18227,202530
18228,222664
18229,92419
18230,206021
18231,193882
18232,215202
18233,213255
18234,230314
18235,217217
18236,180169
18237,102885
18238,92749
18239,200524
18240,125922
18241,113320
18242,116531
18243,222804
18244,205442
18245,122605
18246,168294
18247,123363
18248,90976
18249,182759
18250,195004
18251,185395
18252,225774
18253,194991
18254,68632
18255,210747
18256,194886
18257,201000
18258,198840
18259,200762
18260,134475
18261,194042
18262,166868
18263,224671
18264,166100
18265,228453
18266,239616
18267,222277
18268,197086
18269,225523
18270,204102
18271,227568
18272,81278
18273,160762
18274,236294
18275,163588
18276,199565
18277,217230
18278,217883
18279,202955
18280,213349
18281,208759
18282,238134
18283,202550
18284,116897
18285,228275
18286,94214
18287,157891
18288,88500
18289,238900
18290,246413
18291,227638
18292,82679
18293,205563
18294,202433
18295,205702
18296,219506
18297,175434
18298,204914
18299,218274
18300,201368
18301,183393
18302,201325
18303,166086
18304,198970
18305,93852
18306,207189
18307,197909
18308,203916
18309,219354
18310,194124
18311,79858
18312,124768
18313,189900
18314,219255
18315,192096
18316,220860
18317,229060
18318,242057
18319,179897
18320,225901
18321,223151
18322,218851
18323,202910
18324,214677
18325,223066
18326,98919
18327,239586
18328,244294
18329,100726
18330,215034
18331,178370
18332,205351
18333,230474
18334,200729
18335,218239
18336,135252
18337,89512
18338,80551
18339,184802
18340,181573
18341,182739
18342,108612
18343,209640
18344,128065
18345,181224
18346,230086
18347,193487
18348,192072
18349,126238
18350,198613
18351,203626
18352,93127
18353,230277
18354,228909
18355,85573
18356,229745
18357,203503
18358,51336
18359,213167
18360,202936
18361,224021
18362,214252
18363,241378
18364,167623
18365,202708
18366,216625
18367,94211
18368,220551
18369,235569
18370,189163
18371,113269
18372,117252
18373,59266
18374,194115
18375,204313
18376,202770
18377,194045
18378,181901
18379,172553
18380,198882
18381,203393
18382,206983
18383,200346
18384,194975
18385,189762
18386,133818
18387,78703
18388,152085
18389,215022
18390,181932
18391,170465
18392,185183
18393,199802
18394,187712
18395,207478
18396,204237
18397,142038
18398,191358
18399,195014
18400,178398
18401,98899
18402,113686
18403,196078
18404,197082
18405,201711
18406,220314
18407,142048
18408,214265
18409,186633
18410,219490
18411,186933
18412,103676
18413,183441
18414,231768
18415,210781
18416,224492
18417,220844
18418,82673
18419,225986
18420,228026
18421,171154
18422,135603
18423,224714
18424,199303
18425,190596
18426,202467
18427,113306
18428,225556
18429,174030
18430,162562
18431,106837
18432,103224
18433,218199
18434,182615
18435,236730
18436,132319
18437,218635
18438,65503
18439,242851
18440,129117
18441,96735
18442,168970
18443,187762
18444,114724
18445,226226
18446,128397
18447,180166
18448,210735
18449,226581
18450,244274
18451,192390
18452,94189
18453,199213
18454,199624
18455,125899
18456,217935
18457,220047
18458,212839
18459,192785
18460,204631
18461,190273
18462,189578
18463,218548
18464,223863
18465,234565
18466,230377
18467,219716
18468,110412
18469,196764
18470,171180
18471,225261
18472,119752
18473,213655
18474,74876
18475,204249
18476,84465
18477,150337
18478,90604
18479,196358
18480,188775
18481,143121
18482,206861
18483,234911
18484,227908
18485,209245
18486,213964
18487,206856
18488,206441
18489,139565
18490,202851
18491,166894
18492,96378
18493,162564
18494,217990
18495,185904
18496,119801
18497,204916
18498,213577
18499,225790
18500,217418
18501,83746
18502,166105
18503,174794
18504,120455
18505,221165
18506,180596
18507,192737
18508,162552
18509,197712
18510,209154
18511,159169
18512,187654
18513,52777
18514,230928
18515,206261
18516,231247
18517,199846
18518,194177
18519,169079
18520,182641
18521,202205
18522,220174
18523,232476
18524,221715
18525,179174
18526,234589
18527,89921
18528,215090
18529,223998
18530,188442
18531,214655
18532,197850
18533,225402
18534,231182
18535,186139
18536,178724
18537,101415
18538,212272
18539,221645
18540,225291
18541,170439
18542,211856
18543,215710
18544,112579
18545,228210
18546,156759
18547,199910
18548,134511
18549,225411
18550,94548
18551,108944
18552,148924
18553,208612
18554,192635
18555,227562
18556,215942
18557,230276
18558,247152
18559,224602
18560,224045
18561,85601
18562,108628
18563,230557
18564,226540
18565,104679
18566,176924
18567,152109
18568,92799
18569,232057
18570,187027
18571,117315
18572,208610
18573,88780
18574,187721
18575,193499
18576,167628
18577,194080
18578,194804
18579,211817
18580,157179
18581,127999
18582,218633
18583,219981
18584,201052
18585,219577
18586,196311
18587,222214
18588,59985
18589,230388
18590,163287
18591,226738
18592,195304
18593,237524
18594,189247
18595,201430
18596,193444
18597,189855
18598,168952
18599,211576
18600,220379
18601,96734
18602,199552
18603,182357
18604,238470
18605,94954
18606,184832
18607,176972
18608,234210
18609,206401
18610,192374
18611,195716
18612,202885
18613,217172
18614,152492
18615,162511
18616,242808
18617,234922
18618,192105
18619,220438
18620,230896
18621,178388
18622,226951
18623,211788
18624,180490
18625,114706
18626,227674
18627,224491
18628,213346
18629,192361
18630,212928
18631,187070
18632,92759
18633,64061
18634,119001
18635,189965
18636,201078
18637,171942
18638,217123
18639,204611
18640,204149
18641,86292
18642,123332
18643,176193
18644,111844
18645,202168
18646,179417
18647,123045
18648,195532
18649,197794
18650,188445
18651,65742
18652,197698
18653,189121
18654,191306
18655,229120
18656,200709
18657,164743
18658,231028
18659,228937
18660,201840
18661,239520
18662,208326
18663,190209
18664,108955
18665,218717
18666,94586
18667,220284
18668,228873
18669,212799
18670,192795
18671,210629
18672,93143
18673,234586
18674,193898
18675,225414
18676,168627
18677,85200
18678,183485
18679,94252
18680,208644
18681,94582
18682,209637
18683,214302
18684,109699
18685,220792
18686,182711
18687,123335
18688,228908
18689,225463
18690,165394
18691,180572
18692,203451
18693,216692
18694,78407
18695,103938
18696,195494
18697,180520
18698,210839
18699,189914
18700,85582
18701,66461
18702,63341
18703,87783
18704,66220
18705,242120
18706,126970
18707,204710
18708,212891
18709,217919
18710,219720
18711,119451
18712,176178
18713,154654
18714,196988
18715,215693
18716,222966
18717,215098
18718,212781
18719,219827
18720,177662
18721,123004
18722,117625
18723,193577
18724,204843
18725,248601
18726,200629
18727,165744
18728,224622
18729,84869
18730,195337
18731,233212
18732,244279
18733,198489
18734,176159
18735,172543
18736,226908
18737,106795
18738,175828
18739,206069
18740,220747
18741,199554
18742,203527
18743,176926
18744,65740
18745,233172
18746,90245
18747,144607
18748,113314
18749,179012
18750,94576
18751,231279
18752,225379
18753,230374
18754,201780
18755,108229
18756,157834
18757,201973
18758,178009
18759,102126
18760,195028
18761,172682
18762,135958
18763,212551
18764,225177
18765,181948
18766,206517
18767,218362
18768,212980
18769,201820
18770,221455
18771,124101
18772,231044
18773,204351
18774,218255
18775,206078
18776,157509
18777,222573
18778,126274
18779,161837
18780,209946
18781,219811
18782,208716
18783,207160
18784,106064
18785,141315
18786,77984
18787,215659
18788,202956
18789,95275
18790,137760
18791,181846
18792,215891
18793,209279
18794,132718
18795,191012
18796,219693
18797,239535
18798,192779
18799,229734
18800,122664
18801,230200
18802,191869
18803,213026
18804,195528
18805,176561
18806,219300
18807,177026
18808,191330
18809,234518
18810,209656
18811,179893
18812,198445
18813,205085
18814,213624
18815,234608
18816,188755
18817,230339
18818,219259
18819,151762
18820,183406
18821,206504
18822,168972
18823,233438
18824,101026
18825,233927
18826,173281
18827,194209
18828,125530
18829,144913
18830,225133
18831,145238
18832,94560
18833,228393
18834,227423
18835,106075
18836,216498
18837,171867
18838,190627
18839,214730
18840,215748
18841,70795
18842,226979
18843,189212
18844,97823
18845,185878
18846,184445
18847,227995
18848,228796
18849,205672
18850,104635
18851,236710
18852,225115
18853,163230
18854,125200
18855,197709
18856,210025
18857,103589
18858,196923
18859,198502
18860,219449
18861,217307
18862,192380
18863,238885
18864,86294
18865,215136
18866,144224
18867,188068
18868,221689
18869,233454
18870,127676
18871,236713
18872,201804
18873,230560
18874,205039
18875,164721
18876,224453
18877,148923
18878,174409
18879,234516
18880,183365
18881,224008
18882,203619
18883,231722
18884,158961
18885,217530
18886,198934
18887,202720
18888,219718
18889,220795
18890,187052
18891,171166
18892,90966
18893,170779
18894,148839
18895,183068
18896,225768
18897,129142
18898,206489
18899,101059
18900,128423
18901,191142
18902,189818
18903,191983
18904,105382
18905,228896
18906,236011
18907,115084
18908,202016
18909,172958
18910,216405
18911,87755
18912,220741
18913,223064
18914,172935
18915,225796
18916,110416
18917,204901
18918,223862
18919,224712
18920,119075
18921,141327
18922,230585
18923,89906
18924,221909
18925,182288
18926,192729
18927,183422
18928,111161
18929,205389
18930,166464
18931,229156
18932,97077
18933,97806
18934,131992
18935,208667
18936,198377
18937,213327
18938,208535
18939,226077
18940,203998
18941,227660
18942,232364
18943,99276
18944,204711
18945,189912
18946,205825
18947,148837
18948,201250
18949,221079
18950,238903
18951,198454
18952,216132
18953,218568
18954,79445
18955,213944
18956,215722
18957,182016
18958,234505
18959,194265
18960,221869
18961,240335
18962,204591
18963,125512
18964,226080
18965,209473
18966,212819
18967,191333
18968,216549
18969,234140
18970,204254
18971,217594
18972,81594
18973,232357
18974,201491
18975,193446
18976,210919
18977,180583
18978,196392
18979,208260
18980,216400
18981,194814
18982,156079
18983,221116
18984,186229
18985,223701
18986,233880
18987,95645
18988,188319
18989,108942
18990,196037
18991,128404
18992,220318
18993,224060
18994,237773
18995,163217
18996,126237
18997,126256
18998,76980
18999,185926
19000,94550
19001,244299
19002,90957
19003,235250
19004,99235
19005,236073
19006,191881
19007,224032
19008,217288
19009,191216
19010,166861
19011,228298
19012,229762
19013,229536
19014,239902
19015,136669
19016,95699
19017,217845
19018,187648
19019,90963
19020,65024
19021,220378
19022,199853
19023,213641
19024,207467
19025,165413
19026,210776
19027,206031
19028,167543
19029,99980
19030,199150
19031,192832
19032,162526
19033,185947
19034,195953
19035,145236
19036,78006
19037,228828
19038,147458
19039,208430
19040,188418
19041,80582
19042,221578
19043,66943
19044,207772
19045,198251
19046,159999
19047,201768
19048,228861
19049,179039
19050,215910
19051,222514
19052,188460
19053,163592
19054,181240
19055,186690
19056,218929
19057,184487
19058,197886
19059,213661
19060,62617
19061,122657
19062,221881
19063,197491
19064,234906
19065,161847
19066,222175
19067,174093
19068,213991
19069,210148
19070,209641
19071,209404
19072,214775
19073,199220
19074,81242
19075,202437
19076,178322
19077,247871
19078,180630
19079,204123
19080,182687
19081,175149
19082,121938
19083,219436
19084,192806
19085,97845
19086,101778
19087,223188
19088,113989
19089,235986
19090,205683
19091,117582
19092,185624
19093,188856
19094,192642
19095,214774
19096,97822
19097,210766
19098,90637
19099,134880
19100,93845
19101,173684
19102,201359
19103,204681
19104,184708
19105,203657
19106,172546
19107,219046
19108,125879
19109,134878
19110,194147
19111,184174
19112,167636
19113,233198
19114,167593
19115,186275
19116,188049
19117,161095
19118,246437
19119,118289
19120,221583
19121,228899
19122,211552
19123,215899
19124,169793
19125,220149
19126,215962
19127,204346
19128,212162
19129,74092
19130,178379
19131,101789
19132,229539
19133,178311
19134,237783
19135,220948
19136,231001
19137,175151
19138,175099
19139,170798
19140,207991
19141,182346
19142,210122
19143,116180
19144,62620
19145,210805
19146,208838
19147,195721
19148,137736
19149,242115
19150,229558
19151,80877
19152,218202
19153,209034
19154,127691
19155,165754
19156,100698
19157,228942
19158,225051
19159,190945
19160,220304
19161,226289
19162,110421
19163,160054
19164,184090
19165,188773
19166,212564
19167,75832
19168,223986
19169,170062
19170,133420
19171,174065
19172,179826
19173,211341
19174,67176
19175,215437
19176,138455
19177,145629
19178,188370
19179,214646
19180,116887
19181,231629
19182,222639
19183,108613
19184,196334
19185,244253
19186,201357
19187,161801
19188,230598
19189,226917
19190,84473
19191,235976
19192,232468
19193,211402
19194,79137
19195,168330
19196,194898
19197,207955
19198,75101
19199,170390
19200,214662
19201,208582
19202,241394
19203,88779
19204,194798
19205,220879
19206,229753
19207,163224
19208,131265
19209,198431
19210,77979
19211,51335
19212,209224
19213,92103
19214,198177
19215,216015
19216,124107
19217,201314
19218,220935
19219,229126
19220,231762
19221,209376
19222,217360
19223,169361
19224,197162
19225,88794
19226,161800
19227,217963
19228,86619
19229,201741
19230,143838
19231,92760
19232,231268
19233,202801
19234,110434
19235,178419
19236,213622
19237,214935
19238,178763
19239,144599
19240,98162
19241,172606
19242,195686
19243,237522
19244,181999
19245,186126
19246,214385
19247,240342
19248,103201
19249,212541
19250,204688
19251,225552
19252,185249
19253,188308
19254,196798
19255,217882
19256,177279
19257,191643
19258,91690
19259,198128
19260,77684
19261,217206
19262,175540
19263,125188
19264,232699
19265,91313
19266,207746
19267,207170
19268,219546
19269,199838
19270,131805
19271,207577
19272,135916
19273,147790
19274,124457
19275,221969
19276,231270
19277,172671
19278,183450
19279,183809
19280,194840
19281,216396
19282,197792
19283,231636
19284,216766
19285,176225
19286,202815
19287,167956
19288,222527
19289,109365
19290,103571
19291,197775
19292,213559
19293,222317
19294,229665
19295,166831
19296,94588
19297,190266
19298,129506
19299,219710
19300,89528
19301,164751
19302,189256
19303,214322
19304,202169
19305,97473
19306,137390
19307,84848
19308,185543
19309,102236
19310,184165
19311,229152
19312,195671
19313,61424
19314,212914
19315,208553
19316,180878
19317,197867
19318,175451
19319,167914
19320,185453
19321,219554
19322,177679
19323,221704
19324,213693
19325,144608
19326,193462
19327,199348
19328,198625
19329,128792
19330,228452
19331,106489
19332,234542
19333,232687
19334,126239
19335,202902
19336,223617
19337,212844
19338,197195
19339,230445
19340,151390
19341,120102
19342,211112
19343,179841
19344,218804
19345,222159
19346,217481
19347,196979
19348,186240
19349,96409
19350,192861
19351,237454
19352,215435
19353,203883
19354,211802
19355,214720
19356,189143
19357,152440
19358,210654
19359,223121
19360,205008
19361,112598
19362,118003
19363,185542
19364,189233
19365,226998
19366,198150
19367,110394
19368,168615
19369,109416
19370,149949
19371,193105
19372,166133
19373,198203
19374,203633
19375,190584
19376,226685
19377,211393
19378,215135
19379,219386
19380,220014
19381,235965
19382,113291
19383,71512
19384,212617
19385,193145
19386,131977
19387,230551
19388,206534
19389,217376
19390,93488
19391,223009
19392,166795
19393,240313
19394,220179
19395,203413
19396,119778
19397,197765
19398,211543
19399,154252
19400,117637
19401,124823
19402,180122
19403,158212
19404,231174
19405,170539
19406,197808
19407,165033
19408,122310
19409,193830
19410,190493
19411,117951
19412,215793
19413,172941
19414,140621
19415,228142
19416,219421
19417,92055
19418,90254
19419,98184
19420,203661
19421,208474
19422,204962
19423,205580
19424,187367
19425,232477
19426,200364
19427,171843
19428,66458
19429,59257
19430,177311
19431,150673
19432,186668
19433,232563
19434,192835
19435,204379
19436,229573
19437,231681
19438,127304
19439,222969
19440,224702
19441,179034
19442,183442
19443,177680
19444,196051
19445,178339
19446,194974
19447,112222
19448,182801
19449,223374
19450,175860
19451,205333
19452,219813
19453,193810
19454,215438
19455,81578
19456,181316
19457,216074
19458,173345
19459,177709
19460,215402
19461,193123
19462,236018
19463,124408
19464,101425
19465,184192
19466,186212
19467,193378
19468,212029
19469,181611
19470,198400
19471,170119
19472,182022
19473,225576
19474,138842
19475,190563
19476,206015
19477,187035
19478,229641
19479,184156
19480,92063
19481,215341
19482,171825
19483,177584
19484,112554
19485,224401
19486,207957
19487,224813
19488,188807
19489,200616
19490,129059
19491,161789
19492,124122
19493,188840
19494,210631
19495,153534
19496,116577
19497,89162
19498,228780
19499,102148
19500,228147
19501,93840
19502,208231
19503,203490
19504,179873
19505,223917
19506,232466
19507,194077
19508,216478
19509,226798
19510,198207
19511,188355
19512,186912
19513,224723
19514,155370
19515,87032
19516,208963
19517,126211
19518,150998
19519,220386
19520,165474
19521,230378
19522,234915
19523,148170
19524,215694
19525,230325
19526,233169
19527,147398
19528,210617
19529,202570
19530,158550
19531,167656
19532,146046
19533,108953
19534,215831
19535,100000
19536,200544
19537,124808
19538,102134
19539,247192
19540,237759
19541,186198
19542,180925
19543,139521
19544,221180
19545,192367
19546,91343
19547,193074
19548,198178
19549,189260
19550,221633
19551,212921
19552,225956
19553,141314
19554,158260
19555,178012
19556,226672
19557,227445
19558,214399
19559,199345
19560,229489
19561,161091
19562,224409
19563,49186
19564,197811
19565,123042
19566,237463
19567,215799
19568,212361
19569,219450
19570,212109
19571,169752
19572,206307
19573,219645
19574,202202
19575,176984
19576,169746
19577,116602
19578,241372
19579,222594
19580,191332
19581,243542
19582,223723
19583,184145
19584,195672
19585,207187
19586,176573
19587,232498
19588,180498
19589,242124
19590,197399
19591,217589
19592,216939
19593,235296
19594,76960
19595,197767
19596,213077
19597,215828
19598,195486
19599,93145
19600,143076
19601,230986
19602,68624
19603,227506
19604,97140
19605,217893
19606,194521
19607,238077
19608,190225
19609,121915
19610,209268
19611,218993
19612,115443
19613,193091
19614,211387
19615,205041
19616,217339
19617,218657
19618,198406
19619,209755
19620,225198
19621,85554
19622,154650
19623,210918
19624,206156
19625,220480
19626,83466
19627,210874
19628,98191
19629,212533
19630,224390
19631,202103
19632,219376
19633,99953
19634,222880
19635,207492
19636,210785
19637,220250
19638,242843
19639,187693
19640,195492
19641,221560
19642,237745
19643,122326
19644,166147
19645,176189
19646,192727
19647,119054
19648,217102
19649,197837
19650,222368
19651,187727
19652,196977
19653,186889
19654,227648
19655,72223
19656,117571
19657,185605
19658,142788
19659,179787
19660,75847
19661,221600
19662,91700
19663,189178
19664,84460
19665,183759
19666,206360
19667,220745
19668,221080
19669,215718
19670,176213
19671,213725
19672,222953
19673,106446
19674,213676
19675,209698
19676,230502
19677,130555
19678,112559
19679,99992
19680,81999
19681,197735
19682,178701
19683,204594
19684,137768
19685,119030
19686,221860
19687,161793
19688,205392
19689,179442
19690,234556
19691,90242
19692,199906
19693,173259
19694,214406
19695,205943
19696,119008
19697,238173
19698,203286
19699,205618
19700,236745
19701,175472
19702,106462
19703,87042
19704,223239
19705,233195
19706,165806
19707,165044
19708,102890
19709,110386
19710,187553
19711,215845
19712,218054
19713,181961
19714,108647
19715,168635
19716,109666
19717,217323
19718,117959
19719,168953
19720,171835
19721,215902
19722,112942
19723,229033
19724,197730
19725,176934
19726,220196
19727,185935
19728,199341
19729,101065
19730,133706
19731,217364
19732,219453
19733,201007
19734,202966
19735,215661
19736,129110
19737,176590
19738,192046
19739,125869
19740,216387
19741,199344
19742,197428
19743,203928
19744,223004
19745,204342
19746,164026
19747,198432
19748,199299
19749,238235
19750,130576
19751,143795
19752,210868
19753,186984
19754,238799
19755,190691
19756,199662
19757,197748
19758,78696
19759,198457
19760,202546
19761,124814
19762,212192
19763,221808
19764,226125
19765,206746
19766,223033
19767,192386
19768,180427
19769,167203
19770,212494
19771,214264
19772,163984
19773,176920
19774,116146
19775,205696
19776,193813
19777,208429
19778,227946
19779,216699
19780,199188
19781,193328
19782,212573
19783,209370
19784,194121
19785,194296
19786,226933
19787,186881
19788,203452
19789,135600
19790,121245
19791,183053
19792,166851
19793,134850
19794,188809
19795,207044
19796,213509
19797,213987
19798,172963
19799,204858
19800,112948
19801,89500
19802,185889
19803,170399
19804,172611
19805,230385
19806,204175
19807,218746
19808,68334
19809,205355
19810,126969
19811,198450
19812,180189
19813,210665
