,priogrid
30915,120467
30916,125489
30917,128753
30918,184851
30919,199987
30920,230568
30921,196731
30922,197715
30923,136306
30924,80141
30925,151768
30926,103930
30927,138118
30928,246416
30929,247191
30930,118287
30931,202100
30932,172930
30933,201807
30934,175439
30935,224070
30936,196760
30937,117972
30938,153214
30939,121925
30940,226237
30941,89211
30942,187344
30943,191325
30944,97799
30945,202451
30946,236286
30947,154965
30948,207831
30949,176875
30950,239955
30951,189238
30952,104662
30953,194910
30954,217289
30955,97435
30956,209476
30957,204352
30958,119083
30959,213237
30960,190427
30961,172273
30962,195654
30963,232358
30964,189854
30965,215228
30966,210118
30967,73675
30968,192365
30969,71214
30970,70053
30971,205006
30972,214291
30973,163985
30974,246451
30975,227250
30976,193904
30977,196231
30978,235556
30979,224440
30980,120440
30981,226616
30982,216087
30983,49901
30984,219544
30985,223847
30986,207564
30987,197489
30988,174752
30989,211520
30990,217345
30991,183722
30992,210672
30993,221790
30994,112605
30995,209752
30996,93483
30997,173330
30998,106475
30999,192004
31000,226632
31001,207965
31002,100725
31003,219359
31004,195748
31005,204244
31006,193501
31007,240330
31008,193362
31009,228203
31010,89897
31011,107497
31012,82008
31013,190270
31014,225461
31015,92422
31016,176595
31017,219585
31018,216420
31019,130203
31020,221854
31021,228790
31022,179867
31023,223604
31024,212113
31025,191728
31026,220131
31027,95628
31028,222168
31029,133070
31030,203636
31031,210194
31032,92027
31033,213279
31034,191408
31035,192395
31036,225193
31037,197133
31038,99619
31039,190687
31040,235993
31041,194810
31042,206094
31043,99991
31044,220251
31045,105361
31046,216630
31047,195600
31048,220439
31049,156044
31050,130547
31051,186834
31052,129807
31053,186192
31054,106464
31055,116877
31056,203669
31057,132727
31058,120108
31059,113281
31060,178730
31061,182748
31062,106095
31063,204578
31064,210469
31065,242101
31066,186208
31067,214914
31068,231335
31069,206385
31070,212962
31071,223385
31072,86343
31073,221109
31074,223145
31075,99595
31076,232757
31077,158920
31078,118297
31079,221424
31080,89915
31081,207017
31082,132695
31083,234891
31084,222477
31085,152437
31086,83049
31087,174432
31088,177982
31089,116886
31090,187378
31091,194907
31092,228288
31093,119751
31094,137396
31095,220890
31096,197189
31097,211198
31098,202805
31099,228205
31100,126929
31101,228073
31102,172663
31103,182028
31104,204595
31105,193126
31106,95630
31107,118362
31108,171199
31109,173396
31110,185537
31111,130937
31112,217346
31113,98891
31114,199209
31115,218189
31116,246436
31117,61428
31118,133787
31119,218975
31120,89516
31121,222812
31122,224646
31123,216049
31124,207210
31125,212061
31126,185564
31127,138112
31128,182516
31129,210780
31130,211376
31131,216526
31132,210673
31133,229852
31134,168987
31135,207251
31136,198893
31137,207505
31138,198134
31139,104681
31140,222955
31141,201781
31142,178365
31143,224090
31144,184022
31145,230302
31146,205385
31147,236016
31148,220487
31149,215182
31150,218954
31151,98520
31152,171232
31153,216496
31154,206116
31155,217521
31156,224521
31157,202054
31158,226477
31159,98536
31160,218989
31161,213177
31162,156084
31163,66452
31164,124770
31165,180204
31166,109656
31167,197120
31168,211481
31169,170452
31170,222171
31171,164732
31172,207815
31173,162561
31174,176925
31175,211430
31176,166874
31177,215919
31178,244992
31179,218094
31180,234468
31181,214504
31182,204158
31183,187698
31184,108261
31185,196326
31186,189068
31187,215052
31188,184146
31189,111095
31190,199560
31191,202424
31192,207987
31193,195667
31194,191726
31195,116159
31196,89197
31197,203545
31198,220991
31199,189853
31200,169672
31201,185596
31202,201515
31203,127290
31204,194568
31205,92404
31206,99597
31207,222167
31208,205838
31209,227327
31210,180627
31211,214663
31212,234835
31213,174391
31214,177976
31215,198217
31216,197048
31217,201090
31218,179905
31219,189885
31220,227378
31221,220897
31222,233396
31223,205421
31224,139920
31225,187709
31226,173278
31227,183333
31228,203956
31229,223709
31230,174728
31231,189034
31232,187843
31233,201848
31234,173329
31235,140629
31236,226004
31237,200404
31238,225426
31239,195008
31240,73434
31241,209207
31242,176568
31243,98903
31244,202037
31245,229565
31246,124831
31247,97124
31248,183077
31249,194892
31250,213625
31251,215244
31252,95639
31253,226717
31254,166119
31255,177683
31256,174718
31257,209275
31258,184435
31259,228697
31260,174055
31261,94966
31262,169697
31263,183517
31264,96012
31265,176234
31266,217334
31267,228835
31268,216888
31269,193797
31270,215859
31271,167546
31272,198615
31273,167531
31274,109655
31275,216700
31276,213972
31277,75120
31278,183397
31279,201709
31280,101052
31281,210338
31282,188417
31283,214941
31284,190621
31285,173265
31286,220215
31287,166878
31288,206791
31289,225955
31290,198908
31291,204161
31292,222334
31293,221757
31294,191157
31295,177302
31296,216442
31297,220395
31298,232404
31299,202924
31300,208930
31301,181357
31302,111506
31303,169530
31304,129133
31305,117617
31306,230391
31307,148510
31308,104629
31309,203486
31310,79431
31311,212606
31312,207706
31313,184760
31314,155362
31315,189771
31316,175493
31317,219487
31318,230512
31319,173704
31320,153163
31321,102474
31322,192451
31323,80152
31324,168675
31325,215013
31326,98883
31327,220038
31328,159997
31329,231054
31330,199905
31331,183433
31332,193562
31333,185616
31334,220837
31335,192024
31336,70548
31337,91319
31338,213240
31339,174808
31340,84880
31341,197426
31342,186900
31343,204967
31344,199351
31345,201963
31346,126601
31347,202832
31348,97452
31349,198872
31350,167193
31351,129778
31352,185202
31353,233411
31354,175455
31355,221468
31356,124763
31357,212626
31358,193327
31359,96750
31360,230335
31361,207522
31362,198937
31363,235220
31364,207568
31365,223203
31366,202495
31367,223248
31368,189790
31369,140615
31370,150318
31371,173309
31372,97423
31373,177621
31374,77268
31375,199366
31376,228717
31377,215727
31378,199072
31379,228883
31380,205602
31381,185212
31382,218843
31383,217992
31384,171827
31385,213713
31386,166193
31387,202172
31388,116599
31389,227235
31390,227201
31391,224751
31392,199285
31393,161792
31394,204326
31395,161143
31396,230965
31397,151382
31398,189872
31399,206334
31400,220142
31401,234524
31402,131967
31403,149604
31404,166866
31405,245007
31406,130205
31407,150277
31408,198192
31409,196990
31410,228283
31411,213754
31412,218589
31413,200006
31414,183358
31415,90645
31416,223959
31417,228378
31418,176244
31419,204651
31420,213467
31421,224389
31422,131254
31423,208519
31424,175144
31425,97477
31426,198114
31427,108999
31428,215499
31429,217532
31430,217257
31431,86314
31432,209979
31433,96399
31434,200410
31435,193148
31436,210029
31437,217856
31438,85916
31439,214003
31440,94584
31441,160047
31442,184931
31443,80519
31444,196458
31445,216230
31446,230991
31447,205754
31448,223273
31449,177746
31450,173360
31451,192781
31452,197433
31453,79437
31454,189180
31455,213016
31456,208234
31457,219375
31458,171204
31459,131272
31460,202932
31461,165453
31462,223655
31463,200533
31464,97134
31465,220946
31466,231794
31467,208000
31468,219499
31469,193359
31470,201407
31471,94540
31472,199919
31473,214310
31474,139906
31475,196762
31476,120870
31477,205438
31478,242062
31479,161060
31480,182674
31481,212242
31482,117255
31483,157885
31484,225834
31485,239881
31486,224430
31487,190469
31488,223705
31489,204713
31490,76258
31491,98873
31492,215875
31493,134160
31494,187088
31495,107176
31496,140310
31497,230174
31498,181181
31499,214236
31500,193373
31501,221706
31502,219105
31503,219445
31504,104309
31505,225025
31506,205313
31507,167237
31508,64777
31509,127286
31510,207519
31511,189134
31512,81994
31513,187640
31514,97815
31515,218658
31516,131264
31517,201321
31518,210013
31519,207584
31520,207869
31521,177999
31522,231756
31523,213666
31524,211066
31525,225074
31526,197677
31527,212095
31528,130571
31529,167909
31530,111874
31531,168299
31532,220995
31533,106802
31534,143118
31535,131607
31536,153880
31537,204820
31538,230500
31539,227499
31540,184002
31541,198195
31542,230590
31543,188492
31544,149644
31545,94963
31546,215841
31547,224520
31548,195751
31549,221076
31550,96713
31551,202882
31552,204406
31553,242090
31554,176904
31555,196992
31556,171916
31557,136675
31558,116126
31559,80581
31560,210422
31561,71496
31562,226510
31563,233110
31564,210331
31565,194142
31566,127650
31567,80864
31568,215215
31569,182667
31570,233877
31571,137734
31572,219730
31573,226531
31574,201770
31575,225312
31576,201448
31577,177673
31578,215770
31579,191364
31580,224767
31581,230360
31582,108935
31583,96392
31584,98533
31585,229449
31586,183391
31587,226900
31588,225206
31589,204720
31590,216207
31591,225168
31592,162881
31593,220195
31594,195238
31595,211467
31596,222965
31597,187840
31598,118728
31599,205612
31600,110407
31601,178010
31602,88096
31603,228953
31604,200050
31605,172257
31606,216765
31607,225989
31608,180484
31609,87731
31610,186982
31611,196314
31612,221003
31613,199116
31614,164728
31615,168250
31616,208302
31617,182721
31618,77993
31619,194899
31620,110400
31621,176929
31622,217523
31623,213468
31624,218000
31625,230457
31626,169081
31627,213545
31628,176141
31629,224855
31630,224422
31631,231330
31632,218775
31633,87734
31634,85935
31635,129847
31636,204338
31637,190217
31638,173352
31639,195319
31640,224524
31641,239598
31642,230466
31643,225181
31644,170799
31645,113325
31646,211860
31647,201719
31648,194167
31649,175849
31650,218948
31651,85899
31652,125527
31653,208894
31654,108994
31655,226472
31656,231246
31657,79836
31658,184107
31659,226287
31660,209624
31661,196004
31662,109711
31663,212611
31664,134869
31665,176983
31666,166485
31667,209389
31668,210842
31669,203495
31670,142058
31671,166825
31672,206055
31673,82674
31674,215187
31675,216929
31676,214682
31677,216439
31678,214942
31679,142068
31680,130572
31681,222668
31682,213930
31683,201395
31684,210126
31685,185593
31686,214379
31687,229036
31688,219391
31689,229520
31690,231662
31691,227253
31692,207861
31693,168348
31694,166919
31695,175812
31696,204370
31697,226514
31698,138747
31699,200293
31700,215930
31701,197441
31702,211453
31703,135229
31704,166111
31705,176899
31706,223105
31707,197405
31708,117606
31709,182333
31710,153217
31711,135925
31712,183367
31713,121190
31714,230102
31715,218248
31716,205430
31717,130570
31718,121928
31719,226904
31720,188072
31721,210748
31722,90947
31723,209182
31724,97849
31725,225352
31726,108271
31727,158948
31728,167592
31729,198146
31730,201351
31731,204317
31732,189035
31733,98870
31734,87786
31735,206143
31736,215056
31737,208545
31738,248616
31739,165028
31740,160367
31741,219000
31742,114042
31743,150328
31744,220228
31745,219266
31746,143471
31747,189850
31748,197749
31749,194761
31750,170471
31751,223425
31752,225071
31753,193886
31754,148835
31755,165017
31756,204357
31757,164675
31758,120169
31759,237353
31760,107906
31761,185160
31762,230447
31763,80869
31764,224757
31765,190564
31766,209208
31767,215750
31768,202819
31769,81589
31770,225322
31771,167621
31772,122966
31773,158915
31774,247141
31775,132357
31776,121186
31777,213339
31778,238510
31779,176539
31780,224620
31781,82018
31782,83407
31783,219761
31784,188504
31785,221746
31786,211562
31787,212832
31788,86304
31789,208492
31790,67904
31791,223254
31792,227198
31793,211074
31794,171960
31795,96398
31796,133040
31797,191287
31798,156408
31799,158205
31800,208584
31801,219472
31802,228822
31803,221605
31804,186107
31805,231691
31806,113318
31807,178690
31808,223949
31809,83438
31810,220204
31811,245010
31812,202787
31813,114017
31814,203483
31815,222581
31816,226805
31817,219658
31818,223092
31819,149603
31820,207488
31821,214317
31822,206300
31823,246424
31824,183431
31825,56375
31826,192734
31827,194966
31828,134133
31829,108250
31830,209652
31831,199608
31832,203608
31833,236324
31834,209705
31835,229504
31836,89875
31837,204361
31838,134893
31839,163284
31840,214277
31841,107976
31842,161437
31843,218576
31844,74151
31845,175871
31846,235979
31847,109455
31848,131989
31849,229133
31850,227010
31851,185387
31852,166815
31853,187685
31854,243569
31855,231166
31856,77680
31857,219567
31858,223864
31859,211793
31860,193482
31861,217870
31862,230081
31863,213643
31864,200040
31865,239529
31866,206511
31867,228787
31868,222323
31869,216512
31870,212261
31871,186970
31872,203523
31873,189185
31874,204672
31875,152472
31876,118333
31877,165439
31878,210086
31879,103186
31880,153191
31881,225069
31882,156811
31883,225821
31884,177256
31885,205786
31886,166188
31887,202814
31888,222918
31889,157846
31890,221978
31891,232059
31892,221847
31893,243568
31894,184493
31895,239879
31896,187095
31897,183052
31898,182647
31899,186262
31900,224462
31901,190260
31902,95671
31903,197669
31904,192709
31905,158928
31906,153200
31907,225223
31908,192438
31909,247881
31910,228803
31911,193471
31912,238879
31913,83033
31914,116915
31915,217203
31916,64774
31917,218217
31918,87763
31919,77264
31920,159272
31921,119741
31922,172572
31923,214366
31924,128377
31925,178465
31926,184005
31927,241397
31928,212171
31929,180201
31930,224043
31931,187719
31932,82709
31933,209898
31934,97082
31935,161100
31936,230275
31937,226924
31938,229456
31939,206323
31940,103592
31941,173271
31942,156402
31943,204943
31944,231068
31945,214260
31946,221939
31947,226779
31948,224593
31949,210765
31950,211825
31951,190916
31952,195597
31953,223179
31954,200063
31955,189067
31956,110793
31957,192762
31958,211550
31959,217125
31960,90610
31961,125131
31962,186994
31963,162572
31964,204144
31965,202672
31966,204919
31967,217966
31968,221686
31969,214790
31970,200710
31971,225557
31972,194933
31973,197651
31974,224105
31975,193125
31976,239613
31977,98860
31978,114027
31979,198380
31980,201244
31981,224672
31982,122971
31983,63333
31984,173266
31985,173705
31986,215024
31987,171141
31988,212127
31989,231736
31990,215432
31991,219691
31992,178376
31993,218842
31994,187776
31995,169749
31996,111109
31997,184872
31998,184454
31999,194999
32000,239919
32001,191374
32002,154599
32003,103590
32004,98166
32005,242830
32006,223517
32007,205222
32008,121218
32009,189897
32010,102863
32011,173397
32012,208925
32013,89507
32014,170085
32015,210033
32016,218836
32017,221258
32018,102496
32019,187765
32020,207215
32021,156458
32022,101761
32023,121561
32024,204925
32025,204205
32026,195248
32027,142081
32028,231589
32029,86990
32030,159695
32031,196381
32032,185619
32033,240346
32034,50626
32035,210128
32036,98884
32037,200660
32038,204687
32039,215810
32040,118319
32041,125499
32042,216128
32043,121939
32044,201242
32045,231343
32046,206824
32047,224041
32048,219735
32049,223707
32050,189166
32051,75532
32052,226040
32053,186825
32054,227405
32055,204969
32056,202197
32057,228917
32058,243573
32059,155728
32060,81959
32061,77686
32062,97112
32063,224721
32064,192137
32065,92774
32066,200029
32067,194951
32068,204353
32069,194038
32070,92394
32071,207063
32072,227286
32073,217224
32074,164747
32075,196378
32076,161107
32077,194883
32078,238518
32079,114747
32080,167619
32081,200022
32082,189194
32083,96704
32084,208602
32085,196972
32086,194783
32087,169703
32088,209433
32089,159998
32090,207114
32091,67897
32092,88448
32093,185401
32094,199201
32095,180541
32096,231706
32097,236637
32098,187560
32099,229613
32100,211476
32101,223593
32102,199646
32103,205699
32104,236017
32105,228911
32106,191405
32107,220216
32108,95650
32109,216551
32110,107975
32111,233153
32112,196340
32113,91332
32114,207898
32115,206050
32116,211475
32117,230531
32118,232047
32119,228061
32120,196738
32121,192063
32122,133758
32123,82011
32124,225769
32125,143173
32126,241350
32127,203934
32128,199226
32129,186165
32130,204193
32131,221745
32132,198860
32133,173279
32134,218335
32135,220980
32136,158560
32137,231887
32138,238502
32139,204665
32140,60707
32141,223789
32142,172983
32143,230467
32144,199892
32145,107500
32146,173994
32147,212847
32148,171498
32149,162503
32150,125556
32151,83401
32152,97424
32153,207264
32154,209262
32155,202921
32156,201358
32157,206808
32158,204714
32159,183434
32160,215185
32161,229483
32162,229384
32163,128727
32164,184864
32165,74404
32166,185569
32167,156086
32168,194758
32169,209422
32170,216539
32171,232308
32172,182649
32173,208696
32174,228056
32175,164705
32176,139181
32177,224729
32178,184506
32179,207100
32180,234197
32181,194122
32182,96000
32183,153868
32184,189507
32185,197769
32186,182761
32187,183020
32188,155737
32189,228015
32190,244284
32191,103946
32192,126564
32193,201024
32194,153911
32195,225306
32196,194989
32197,98514
32198,202929
32199,239957
32200,84466
32201,174001
32202,84166
32203,196448
32204,130186
32205,91358
32206,136299
32207,222411
32208,131275
32209,81239
32210,223513
32211,162528
32212,209982
32213,215832
32214,226737
32215,85940
32216,214330
32217,183236
32218,239610
32219,197894
32220,197919
32221,183482
32222,191961
32223,201451
32224,208300
32225,185245
32226,133069
32227,237010
32228,98157
32229,213889
32230,186936
32231,236632
32232,113289
32233,184898
32234,79126
32235,205585
32236,183062
32237,206747
32238,181306
32239,198493
32240,70777
32241,175112
32242,97827
32243,151767
32244,189156
32245,114735
32246,171117
32247,116165
32248,169802
32249,62142
32250,114720
32251,244264
32252,172669
32253,165037
32254,140288
32255,93497
32256,231620
32257,208530
32258,202899
32259,222291
32260,217874
32261,228168
32262,240327
32263,211386
32264,228243
32265,215384
32266,211809
32267,203889
32268,144934
32269,222316
32270,229866
32271,227695
32272,217559
32273,232313
32274,103570
32275,222088
32276,200575
32277,176857
32278,130926
32279,218325
32280,217658
32281,233796
32282,211190
32283,229722
32284,166527
32285,222414
32286,188830
32287,213877
32288,215662
32289,230103
32290,181613
32291,153538
32292,224874
32293,201788
32294,224724
32295,224348
32296,221543
32297,168248
32298,160602
32299,238443
32300,211403
32301,227460
32302,150365
32303,105034
32304,180843
32305,217884
32306,77682
32307,169801
32308,91352
32309,201116
32310,184778
32311,116869
32312,199123
32313,92758
32314,193331
32315,179146
32316,142796
32317,239705
32318,215083
32319,130878
32320,156454
32321,79136
32322,234551
32323,237049
32324,201846
32325,109352
32326,130554
32327,128362
32328,106807
32329,226839
32330,171504
32331,98894
32332,122600
32333,227393
32334,216111
32335,215968
32336,176964
32337,197891
32338,131285
32339,187601
32340,106457
32341,216628
32342,230902
32343,201307
32344,199644
32345,234532
32346,249326
32347,114733
32348,194225
32349,233436
32350,197693
32351,196294
32352,191182
32353,227518
32354,239602
32355,196245
32356,105771
32357,123329
32358,213893
32359,208621
32360,224759
32361,142447
32362,248595
32363,148888
32364,128019
32365,208516
32366,103187
32367,202563
32368,170517
32369,211364
32370,168320
32371,211062
32372,192626
32373,187319
32374,209288
32375,67172
32376,201029
32377,183089
32378,205748
32379,190278
32380,125905
32381,218802
32382,239203
32383,184092
32384,163950
32385,89910
32386,221725
32387,106061
32388,220788
32389,204653
32390,177578
32391,217578
32392,220391
32393,221608
32394,220885
32395,189949
32396,101406
32397,210358
32398,199969
32399,207319
32400,219001
32401,190424
32402,148889
32403,180148
32404,104315
32405,183335
32406,226574
32407,153164
32408,213948
32409,206046
32410,170509
32411,223621
32412,233112
32413,198865
32414,203207
32415,103572
32416,212876
32417,218864
32418,95690
32419,192741
32420,80859
32421,226740
32422,100722
32423,200688
32424,202829
32425,212613
32426,194162
32427,238153
32428,194212
32429,200754
32430,166095
32431,222623
32432,144223
32433,179869
32434,234170
32435,232382
32436,213734
32437,239922
32438,226601
32439,197907
32440,99632
32441,228638
32442,214439
32443,228010
32444,178400
32445,175093
32446,174833
32447,200274
32448,201079
32449,196809
32450,192363
32451,116847
32452,171523
32453,213983
32454,94542
32455,132341
32456,205742
32457,201420
32458,213708
32459,171484
32460,189084
32461,204958
32462,238475
32463,238075
32464,115138
32465,195650
32466,188404
32467,121159
32468,154265
32469,206818
32470,225429
32471,74808
32472,151757
32473,210823
32474,181575
32475,166092
32476,225057
32477,181983
32478,214276
32479,90965
32480,146726
32481,192391
32482,89539
32483,96411
32484,206380
32485,93474
32486,218979
32487,127326
32488,169360
32489,182075
32490,198540
32491,179920
32492,232559
32493,207025
32494,201017
32495,193466
32496,222187
32497,225285
32498,166483
32499,211114
32500,205319
32501,223831
32502,178383
32503,184768
32504,218854
32505,196321
32506,176272
32507,220497
32508,194093
32509,212293
32510,199876
32511,178348
32512,227366
32513,217965
32514,130179
32515,113965
32516,169770
32517,192394
32518,88810
32519,230510
32520,201077
32521,224349
32522,110072
32523,72951
32524,243564
32525,82734
32526,156092
32527,180522
32528,223354
32529,190919
32530,187745
32531,190567
32532,222986
32533,190247
32534,208775
32535,191010
32536,223515
32537,212280
32538,194889
32539,224396
32540,171164
32541,227512
32542,194768
32543,164715
32544,214608
32545,174731
32546,221525
32547,238514
32548,111139
32549,126227
32550,203201
32551,185211
32552,91347
32553,225178
32554,161866
32555,207988
32556,203960
32557,181949
32558,223270
32559,185467
32560,166797
32561,100320
32562,216799
32563,120484
32564,185902
32565,225998
32566,169042
32567,194604
32568,175088
32569,203397
32570,178416
32571,92414
32572,188425
32573,191252
32574,200326
32575,210746
32576,201362
32577,89896
32578,100004
32579,189136
32580,227916
32581,205634
32582,120471
32583,155320
32584,199901
32585,217480
32586,244963
32587,97421
32588,215093
32589,230969
32590,172545
32591,163969
32592,225829
32593,149618
32594,200520
32595,220770
32596,193794
32597,151179
32598,221859
32599,222597
32600,126275
32601,141627
32602,97081
32603,196343
32604,158559
32605,173385
32606,166083
32607,215823
32608,189945
32609,160708
32610,207508
32611,209337
32612,220006
32613,122350
32614,73659
32615,212970
32616,210764
32617,189527
32618,180428
32619,111092
32620,219055
32621,188838
32622,207229
32623,92762
32624,227274
32625,98556
32626,187812
32627,132717
32628,65732
32629,124053
32630,191243
32631,222930
32632,124447
32633,231755
32634,199589
32635,214937
32636,171922
32637,179060
32638,108619
32639,213562
32640,189255
32641,176242
32642,225791
32643,219394
32644,195295
32645,192753
32646,187008
32647,194981
32648,187083
32649,204709
32650,193538
32651,211733
32652,201352
32653,189225
32654,219292
32655,225996
32656,83463
32657,195965
32658,208477
32659,119384
32660,216686
32661,221910
32662,224527
32663,201378
32664,232367
32665,123692
32666,86656
32667,162164
32668,241407
32669,220270
32670,176902
32671,219663
32672,185514
32673,205030
32674,203970
32675,164716
32676,189753
32677,121189
32678,230364
32679,186200
32680,201302
32681,217193
32682,118719
32683,163994
32684,203475
32685,119012
32686,239172
32687,182277
32688,229537
32689,109661
32690,214318
32691,226075
32692,145958
32693,164027
32694,178686
32695,140287
32696,115452
32697,227560
32698,212973
32699,230087
32700,134486
32701,205032
32702,195990
32703,194921
32704,200644
32705,187364
32706,221849
32707,95631
32708,125841
32709,176208
32710,172587
32711,233113
32712,201367
32713,177713
32714,226069
32715,96011
32716,206762
32717,102891
32718,198220
32719,96712
32720,226620
32721,217880
32722,219295
32723,105346
32724,223238
32725,219477
32726,200302
32727,90644
32728,180131
32729,194282
32730,75117
32731,210409
32732,174100
32733,86284
32734,179820
32735,196953
32736,82720
32737,98518
32738,215885
32739,204942
32740,213741
32741,111164
32742,237777
32743,109334
32744,208432
32745,170771
32746,211568
32747,195752
32748,229592
32749,119015
32750,233486
32751,240252
32752,182081
32753,224005
32754,184770
32755,177583
32756,207116
32757,189902
32758,223651
32759,223052
32760,174781
32761,168352
32762,188499
32763,83764
32764,196310
32765,222713
32766,71498
32767,227672
32768,130200
32769,65022
32770,221839
32771,213719
32772,229829
32773,97449
32774,91697
32775,189140
32776,176930
32777,180159
32778,176588
32779,79433
32780,222235
32781,181980
32782,213531
32783,200566
32784,165405
32785,201379
32786,212140
32787,203534
32788,227750
32789,234142
32790,177616
32791,203955
32792,215200
32793,86322
32794,94907
32795,105386
32796,127337
32797,109688
32798,198947
32799,228451
32800,112244
32801,104333
32802,223384
32803,186835
32804,167923
32805,189963
32806,108975
32807,228124
32808,201717
32809,230237
32810,103568
32811,196385
32812,76976
32813,182026
32814,187093
32815,209973
32816,172608
32817,165043
32818,217875
32819,127306
32820,124483
32821,226728
32822,225064
32823,179021
32824,193490
32825,168300
32826,208201
32827,195299
32828,96754
32829,210830
32830,193522
32831,69348
32832,179809
32833,189845
32834,150369
32835,181199
32836,238846
32837,227658
32838,210124
32839,119049
32840,127640
32841,101787
32842,229178
32843,132014
32844,77255
32845,96753
32846,235192
32847,196025
32848,233490
32849,193175
32850,206301
32851,162140
32852,191633
32853,183369
32854,181946
32855,187091
32856,89520
32857,245710
32858,219289
32859,154653
32860,204878
32861,175447
32862,182708
32863,171828
32864,177275
32865,209934
32866,190246
32867,168309
32868,169044
32869,229575
32870,167906
32871,203968
32872,190989
32873,184887
32874,203479
32875,169684
32876,104670
32877,219719
32878,119423
32879,202112
32880,224243
32881,163262
32882,197688
32883,177708
32884,206146
32885,238489
32886,113257
32887,197177
32888,207963
32889,161087
32890,119726
32891,212885
32892,87021
32893,84132
32894,215944
32895,223642
32896,194831
32897,182751
32898,195031
32899,128382
32900,181237
32901,230967
32902,198582
32903,201757
32904,207221
32905,104626
32906,204585
32907,225504
32908,177739
32909,219667
32910,136329
32911,96027
32912,98512
32913,229814
32914,207870
32915,208910
32916,122320
32917,194157
32918,220073
32919,99622
32920,215321
32921,187691
32922,198354
32923,193514
32924,119769
32925,191418
32926,228934
32927,52059
32928,243571
32929,216825
32930,210389
32931,180468
32932,230437
32933,229046
32934,154977
32935,126920
32936,199856
32937,201747
32938,177971
32939,218327
32940,223089
32941,89167
32942,216090
32943,237523
32944,228632
32945,203193
32946,211808
32947,202833
32948,218810
32949,227484
32950,229782
32951,223132
32952,247895
32953,87732
32954,211510
32955,170410
32956,219569
32957,229044
32958,119805
32959,188368
32960,176854
32961,193537
32962,205394
32963,187591
32964,220306
32965,221744
32966,228212
32967,103192
32968,178020
32969,206778
32970,177960
32971,183775
32972,203628
32973,218632
32974,211813
32975,206030
32976,217828
32977,188459
32978,233450
32979,96757
32980,54930
32981,174380
32982,102865
32983,200051
32984,225299
32985,195569
32986,190681
32987,141357
32988,94541
32989,208560
32990,222987
32991,144558
32992,83465
32993,213653
32994,132352
32995,237525
32996,137026
32997,126213
32998,191156
32999,103911
33000,147452
33001,230369
33002,207224
33003,211569
33004,186400
33005,169698
33006,201104
33007,232410
33008,154682
33009,218956
33010,111118
33011,90630
33012,192088
33013,212172
33014,200612
33015,222912
33016,204596
33017,92104
33018,161781
33019,220750
33020,225273
33021,165412
33022,173672
33023,194158
33024,121967
33025,234546
33026,230181
33027,179823
33028,228808
33029,99275
33030,146347
33031,219821
33032,208776
33033,210810
33034,168335
33035,92092
33036,236013
33037,80139
33038,190678
33039,168329
33040,223629
33041,122615
33042,183288
33043,87369
33044,107544
33045,88460
33046,187018
33047,222374
33048,158564
33049,224315
33050,216499
33051,84129
33052,215335
33053,204292
33054,176524
33055,69824
33056,184214
33057,148118
33058,184195
33059,127346
33060,94188
33061,181215
33062,186344
33063,202919
33064,221972
33065,141732
33066,202741
33067,84471
33068,199806
33069,198468
33070,222290
33071,208970
33072,223380
33073,223352
33074,209157
33075,162203
33076,220714
33077,172658
33078,238154
33079,230298
33080,83028
33081,85558
33082,207096
33083,177676
33084,207031
33085,87006
33086,218319
33087,116136
33088,181560
33089,129801
33090,211449
33091,132691
33092,77259
33093,225550
33094,211538
33095,181232
33096,191446
33097,222210
33098,232433
33099,169062
33100,111865
33101,98172
33102,142401
33103,224781
33104,193587
33105,226037
33106,234182
33107,217560
33108,218575
33109,226757
33110,229541
33111,209416
33112,201969
33113,197148
33114,225842
33115,218669
33116,207130
33117,227623
33118,192471
33119,230529
33120,222890
33121,192093
33122,111098
33123,215745
33124,228238
33125,129126
33126,193547
33127,184880
33128,222584
33129,217812
33130,205824
33131,204139
33132,206395
33133,208486
33134,124835
33135,187750
33136,184666
33137,224392
33138,189202
33139,190934
33140,228777
33141,195708
33142,194065
33143,85914
33144,225517
33145,84868
33146,219825
33147,224509
33148,229354
33149,125848
33150,59974
33151,172254
33152,207552
33153,206526
33154,113662
33155,99591
33156,200057
33157,229733
33158,226030
33159,209312
33160,221598
33161,215433
33162,101037
33163,168960
33164,201758
33165,195243
33166,200394
33167,237416
33168,169761
33169,171220
33170,199262
33171,115406
33172,90653
33173,231009
33174,218999
33175,85909
33176,171148
33177,131655
33178,223960
33179,103934
33180,216424
33181,175152
33182,212938
33183,158238
33184,199617
33185,172978
33186,218309
33187,115859
33188,211540
33189,176140
33190,182612
33191,218834
33192,227408
33193,217580
33194,216487
33195,180528
33196,228149
33197,182662
33198,200017
33199,114766
33200,217876
33201,220303
33202,180486
33203,233747
33204,219689
33205,225250
33206,223611
33207,225553
33208,206523
33209,170417
33210,119042
33211,124775
33212,83745
33213,213639
33214,202703
33215,213758
33216,224536
33217,183426
33218,159285
33219,207765
33220,210799
33221,217948
33222,178453
33223,226593
33224,205668
33225,229880
33226,215651
33227,217215
33228,213007
33229,191938
33230,172950
33231,185909
33232,218236
33233,169676
33234,216935
33235,216685
33236,233116
33237,175097
33238,223028
33239,112966
33240,153149
33241,205554
33242,113305
33243,208556
33244,206550
33245,185921
33246,231536
